framework,cell_distance
JAVAML,7
JAVAML,1
JAVAML,3
JAVAML,16.0312195418814
JAVAML,6.082762530298219
JAVAML,2
JAVAML,1.4142135623730951
JAVAML,15.033296378372908
JAVAML,3
JAVAML,2.23606797749979
JAVAML,2
JAVAML,5
JAVAML,6.324555320336759
JAVAML,4.123105625617661
JAVAML,25.079872407968907
JAVAML,4.123105625617661
JAVAML,12.165525060596439
JAVAML,11.045361017187261
JAVAML,1
JAVAML,10.04987562112089
JAVAML,2.8284271247461903
JAVAML,9.055385138137417
JAVAML,1.4142135623730951
JAVAML,1
JAVAML,7
JAVAML,2.23606797749979
JAVAML,4.123105625617661
JAVAML,6
JAVAML,6.324555320336759
JAVAML,7
JAVAML,10.04987562112089
JAVAML,8.246211251235321
JAVAML,9.055385138137417
JAVAML,10
JAVAML,3.605551275463989
JAVAML,13.152946437965905
JAVAML,4.123105625617661
JAVAML,2.23606797749979
JAVAML,27.018512172212592
JAVAML,2
JAVAML,1.4142135623730951
JAVAML,2.23606797749979
JAVAML,2.23606797749979
JAVAML,2.23606797749979
JAVAML,6.082762530298219
JAVAML,1.4142135623730951
JAVAML,3
JAVAML,1
JAVAML,5
JAVAML,3.1622776601683795
JAVAML,8
JSAT,1.4142135623730951
JSAT,1
JSAT,3
JSAT,15
JSAT,6.082762530298219
JSAT,2
JSAT,1.4142135623730951
JSAT,15.033296378372908
JSAT,3
JSAT,2.23606797749979
JSAT,2
JSAT,5
JSAT,6.324555320336759
JSAT,4.123105625617661
JSAT,25.079872407968907
JSAT,4.123105625617661
JSAT,9.219544457292887
JSAT,11
JSAT,1
JSAT,10.04987562112089
JSAT,2.8284271247461903
JSAT,9.055385138137417
JSAT,1.4142135623730951
JSAT,1
JSAT,7
JSAT,2
JSAT,4.123105625617661
JSAT,6
JSAT,6.324555320336759
JSAT,7
JSAT,10.04987562112089
JSAT,8.246211251235321
JSAT,9.055385138137417
JSAT,10
JSAT,3.605551275463989
JSAT,13.152946437965905
JSAT,4.123105625617661
JSAT,2.23606797749979
JSAT,27.018512172212592
JSAT,25.019992006393608
JSAT,25
JSAT,27
JSAT,26.076809620810597
JSAT,2.23606797749979
JSAT,6.082762530298219
JSAT,2.23606797749979
JSAT,3
JSAT,3.605551275463989
JSAT,5
JSAT,3.1622776601683795
JSAT,2.23606797749979
WEKA,2
WEKA,26.019223662515376
WEKA,23.08679276123039
WEKA,11
WEKA,2.23606797749979
WEKA,4
WEKA,6
WEKA,8
WEKA,7.0710678118654755
WEKA,9
WEKA,3.1622776601683795
WEKA,5
WEKA,5.0990195135927845
WEKA,3.1622776601683795
WEKA,20
WEKA,2
WEKA,1.4142135623730951
WEKA,10.04987562112089
WEKA,18.027756377319946
WEKA,2
WEKA,15.132745950421556
WEKA,14
WEKA,5.0990195135927845
WEKA,12.165525060596439
WEKA,6.082762530298219
WEKA,16.0312195418814
WEKA,9.055385138137417
WEKA,19.026297590440446
WEKA,20.024984394500787
WEKA,21.02379604162864
WEKA,5.0990195135927845
WEKA,5.385164807134504
WEKA,14.035668847618199
WEKA,15
WEKA,3.605551275463989
WEKA,2.8284271247461903
WEKA,2.23606797749979
WEKA,1
WEKA,1
WEKA,27.018512172212592
WEKA,1
WEKA,2
WEKA,20.024984394500787
WEKA,3.1622776601683795
WEKA,3
WEKA,22
WEKA,23.021728866442675
WEKA,23.021728866442675
WEKA,10
WEKA,8.06225774829855
WEKA,10.04987562112089
